index,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q25,Q26,country,introelapse,testelapse,surveyelapse,TIPI1,TIPI2,TIPI3,TIPI4,TIPI5,TIPI6,TIPI7,TIPI8,TIPI9,TIPI10,VCL1,VCL2,VCL3,VCL4,VCL5,VCL6,VCL7,VCL8,VCL9,VCL10,VCL11,VCL12,VCL13,VCL14,VCL15,VCL16,education,urban,gender,engnat,age,hand,religion,orientation,voted,married,familysize,ASD,nerdiness
5431,3.0,4.0,5.0,3.0,5.0,4.0,4.0,4.0,1.0,5.0,1.0,5.0,2.0,4.0,4.0,5.0,5.0,1.0,1.0,5.0,1.0,1.0,3.0,5.0,5.0,5.0,USA,6,205,361,1.0,3.0,4.0,4.0,3.0,3.0,2.0,1.0,4.0,4.0,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,3.0,2,1.0,1.0,61,2.0,6.0,1.0,1.0,2.0,3.0,2.0,1
5432,4.0,5.0,3.0,2.0,5.0,3.0,5.0,4.0,3.0,4.0,1.0,4.0,3.0,3.0,4.0,3.0,4.0,2.0,3.0,3.0,1.0,1.0,5.0,4.0,2.0,3.0,ARG,13,172,285,3.0,2.0,3.0,3.0,3.0,5.0,3.0,2.0,3.0,2.0,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,3.0,1,2.0,2.0,27,1.0,4.0,2.0,1.0,1.0,3.0,2.0,0
5433,4.0,5.0,5.0,3.0,4.0,5.0,5.0,5.0,4.0,4.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,3.0,5.0,3.0,5.0,5.0,3.0,5.0,NZL,3,99,180,4.0,5.0,5.0,2.0,5.0,3.0,4.0,2.0,3.0,3.0,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,2.0,2,2.0,2.0,15,1.0,8.0,2.0,2.0,1.0,2.0,2.0,1
5434,4.0,5.0,5.0,3.0,2.0,5.0,2.0,5.0,4.0,4.0,2.0,4.0,5.0,4.0,4.0,5.0,5.0,3.0,2.0,2.0,3.0,3.0,4.0,4.0,2.0,3.0,PER,4,79,170,3.0,3.0,3.0,4.0,3.0,5.0,4.0,3.0,4.0,2.0,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,1.0,3,2.0,2.0,15,1.0,1.0,2.0,2.0,1.0,2.0,2.0,0
5435,4.0,4.0,5.0,4.0,2.0,4.0,5.0,5.0,3.0,4.0,2.0,4.0,2.0,3.0,5.0,4.0,4.0,5.0,1.0,3.0,1.0,3.0,5.0,3.0,5.0,5.0,IND,31,212,198,2.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,2.0,3,1.0,2.0,18,1.0,8.0,1.0,2.0,1.0,2.0,2.0,0
5436,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,3.0,5.0,5.0,3.0,4.0,5.0,4.0,3.0,4.0,4.0,4.0,5.0,FRA,15,179,308,1.0,3.0,4.0,3.0,5.0,5.0,3.0,2.0,4.0,1.0,1,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,2.0,3,2.0,2.0,17,1.0,1.0,4.0,2.0,1.0,2.0,2.0,1
5437,4.0,5.0,5.0,1.0,4.0,4.0,5.0,5.0,3.0,4.0,3.0,4.0,3.0,2.0,5.0,5.0,4.0,1.0,5.0,3.0,1.0,1.0,1.0,4.0,4.0,3.0,GBR,6,100,89,1.0,5.0,4.0,5.0,2.0,5.0,3.0,1.0,2.0,1.0,1,1,0,1,1,0,0,0,0,1,0,1,1,1,1,1,2.0,2,1.0,1.0,32,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1
5438,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,3.0,5.0,5.0,5.0,4.0,3.0,3.0,4.0,5.0,3.0,5.0,3.0,5.0,2.0,4.0,,3.0,5.0,GBR,6,128,133,2.0,3.0,2.0,3.0,4.0,5.0,4.0,4.0,3.0,3.0,1,1,0,1,1,0,0,0,0,1,0,1,1,1,1,1,4.0,3,1.0,1.0,21,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1
5439,2.0,5.0,2.0,4.0,5.0,3.0,4.0,3.0,4.0,1.0,2.0,4.0,2.0,3.0,3.0,3.0,2.0,5.0,2.0,3.0,1.0,1.0,5.0,4.0,4.0,4.0,BEL,8011,268,174,5.0,2.0,5.0,1.0,5.0,2.0,4.0,2.0,5.0,2.0,1,1,0,1,1,0,0,1,0,1,0,1,1,1,1,1,4.0,3,2.0,2.0,30,1.0,2.0,1.0,2.0,1.0,2.0,2.0,0
5440,4.0,4.0,5.0,5.0,4.0,2.0,4.0,5.0,3.0,5.0,5.0,4.0,5.0,4.0,2.0,5.0,5.0,1.0,5.0,3.0,2.0,2.0,3.0,4.0,2.0,4.0,USA,2,103,118,1.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,4.0,1,2.0,1.0,34,1.0,1.0,4.0,1.0,2.0,4.0,2.0,0
5441,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,3.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,FRA,7,62,155,2.0,5.0,4.0,1.0,4.0,3.0,1.0,3.0,4.0,1.0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,2.0,2,2.0,2.0,16,1.0,2.0,4.0,2.0,1.0,,2.0,1
5442,5.0,5.0,5.0,5.0,4.0,1.0,5.0,5.0,3.0,5.0,3.0,4.0,5.0,5.0,1.0,5.0,5.0,5.0,1.0,5.0,5.0,4.0,5.0,5.0,2.0,5.0,USA,15,120,307,1.0,5.0,4.0,5.0,3.0,5.0,5.0,5.0,2.0,2.0,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,3.0,0,2.0,1.0,36,1.0,7.0,1.0,2.0,2.0,3.0,2.0,0
5443,3.0,3.0,4.0,3.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,2.0,5.0,4.0,2.0,5.0,5.0,4.0,5.0,PHL,5,183,335,3.0,4.0,3.0,3.0,5.0,4.0,3.0,4.0,3.0,1.0,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,1.0,2,2.0,2.0,18,1.0,1.0,4.0,2.0,1.0,3.0,2.0,0
5444,5.0,1.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,5.0,5.0,1.0,5.0,5.0,1.0,1.0,5.0,1.0,5.0,5.0,4.0,4.0,5.0,FIN,167,91,210,3.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,5.0,2.0,1,0,0,1,1,0,1,0,0,1,0,0,1,1,1,1,1.0,1,2.0,2.0,15,1.0,2.0,1.0,2.0,1.0,4.0,2.0,1
5445,5.0,4.0,4.0,5.0,4.0,1.0,5.0,1.0,1.0,5.0,4.0,2.0,1.0,1.0,1.0,3.0,4.0,4.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,USA,13,152,99,3.0,3.0,5.0,1.0,5.0,3.0,1.0,3.0,3.0,4.0,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,1,1.0,2,2.0,1.0,17,1.0,4.0,1.0,2.0,1.0,2.0,2.0,0
5446,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,GBR,3,63,161,2.0,3.0,1.0,5.0,5.0,3.0,5.0,1.0,4.0,2.0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,3.0,1,1.0,1.0,49,1.0,2.0,1.0,1.0,3.0,3.0,2.0,1
5447,4.0,5.0,5.0,3.0,2.0,4.0,5.0,1.0,4.0,4.0,4.0,3.0,3.0,5.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,3.0,4.0,4.0,3.0,SWE,244,81,131,4.0,3.0,4.0,1.0,4.0,3.0,4.0,4.0,4.0,3.0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,2.0,3,1.0,2.0,22,2.0,2.0,1.0,1.0,1.0,2.0,2.0,0
5448,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,2.0,3.0,5.0,5.0,5.0,USA,227,62,118,2.0,3.0,2.0,2.0,4.0,4.0,3.0,3.0,5.0,2.0,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,3.0,1,1.0,1.0,21,2.0,6.0,1.0,1.0,1.0,2.0,2.0,1
5449,4.0,4.0,5.0,2.0,5.0,2.0,4.0,5.0,4.0,3.0,2.0,4.0,2.0,2.0,2.0,1.0,2.0,5.0,2.0,2.0,4.0,4.0,5.0,5.0,3.0,2.0,MYS,24,120,203,3.0,4.0,3.0,2.0,5.0,2.0,2.0,5.0,4.0,2.0,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,2.0,2,2.0,2.0,21,2.0,3.0,1.0,1.0,1.0,3.0,2.0,0
5450,2.0,4.0,4.0,1.0,4.0,4.0,5.0,4.0,3.0,4.0,3.0,5.0,5.0,2.0,5.0,4.0,2.0,4.0,1.0,4.0,1.0,2.0,5.0,4.0,3.0,4.0,CAN,1566,137,94,3.0,2.0,4.0,3.0,5.0,5.0,4.0,1.0,3.0,3.0,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,2.0,3,2.0,2.0,20,1.0,10.0,4.0,1.0,1.0,2.0,2.0,0
5451,4.0,5.0,5.0,3.0,4.0,4.0,2.0,4.0,3.0,4.0,1.0,3.0,4.0,5.0,2.0,1.0,4.0,4.0,1.0,3.0,1.0,4.0,5.0,4.0,1.0,3.0,NOR,320,79,175,1.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,1,1,0,1,1,0,0,1,0,1,0,0,1,0,1,1,3.0,2,2.0,2.0,22,1.0,1.0,,1.0,1.0,1.0,2.0,0
5452,3.0,5.0,4.0,4.0,5.0,4.0,3.0,4.0,5.0,1.0,5.0,3.0,3.0,3.0,1.0,4.0,5.0,5.0,4.0,5.0,1.0,1.0,2.0,3.0,2.0,5.0,USA,7,218,204,1.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,2.0,1,2.0,1.0,45,2.0,6.0,1.0,1.0,2.0,1.0,2.0,1
5453,5.0,4.0,5.0,4.0,2.0,5.0,5.0,4.0,3.0,3.0,1.0,4.0,3.0,3.0,1.0,2.0,4.0,5.0,1.0,3.0,1.0,2.0,3.0,4.0,1.0,4.0,USA,1,98,141,3.0,3.0,4.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,2.0,3,2.0,1.0,18,2.0,1.0,1.0,2.0,1.0,2.0,2.0,0
5454,3.0,4.0,4.0,3.0,4.0,4.0,4.0,2.0,3.0,4.0,1.0,4.0,2.0,3.0,2.0,1.0,2.0,5.0,1.0,3.0,1.0,2.0,4.0,4.0,4.0,3.0,USA,2,78,90,4.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,3.0,3,2.0,1.0,23,1.0,1.0,1.0,1.0,1.0,5.0,2.0,0
5455,4.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,5.0,4.0,1.0,4.0,2.0,2.0,1.0,4.0,4.0,3.0,4.0,MEX,191,110,177,3.0,3.0,2.0,3.0,3.0,4.0,3.0,5.0,3.0,3.0,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,3.0,3,2.0,2.0,27,1.0,2.0,1.0,2.0,1.0,4.0,2.0,0
5456,4.0,4.0,3.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,2.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,3.0,5.0,2.0,3.0,5.0,4.0,4.0,5.0,USA,17,56,105,1.0,4.0,4.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,3.0,2,2.0,1.0,32,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1
5457,5.0,3.0,5.0,4.0,3.0,5.0,3.0,1.0,3.0,2.0,1.0,5.0,3.0,5.0,3.0,5.0,4.0,5.0,1.0,4.0,5.0,3.0,5.0,5.0,4.0,3.0,USA,6,129,185,5.0,3.0,4.0,5.0,3.0,3.0,5.0,1.0,3.0,1.0,1,1,0,1,1,0,0,0,0,1,0,1,0,1,1,1,1.0,2,2.0,1.0,16,1.0,6.0,2.0,2.0,1.0,2.0,2.0,1
5458,5.0,5.0,4.0,5.0,2.0,3.0,5.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,5.0,2.0,4.0,4.0,4.0,2.0,4.0,3.0,5.0,4.0,4.0,5.0,POL,6,80,127,5.0,4.0,4.0,4.0,4.0,3.0,5.0,3.0,2.0,1.0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,1,1,2.0,3,2.0,2.0,20,1.0,4.0,1.0,1.0,1.0,3.0,2.0,1
5459,4.0,5.0,5.0,5.0,2.0,2.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,3.0,5.0,5.0,5.0,4.0,5.0,4.0,1.0,2.0,4.0,5.0,4.0,4.0,FRA,2,66,109,2.0,4.0,4.0,3.0,2.0,5.0,5.0,3.0,3.0,1.0,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,2.0,3,2.0,2.0,23,1.0,2.0,2.0,1.0,1.0,,2.0,1
5460,5.0,4.0,5.0,5.0,4.0,4.0,5.0,3.0,2.0,5.0,5.0,5.0,4.0,3.0,2.0,4.0,5.0,1.0,5.0,2.0,4.0,1.0,3.0,2.0,4.0,4.0,USA,3,193,276,2.0,3.0,3.0,5.0,4.0,5.0,4.0,5.0,3.0,4.0,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,3.0,2,1.0,1.0,34,1.0,12.0,1.0,2.0,1.0,2.0,2.0,0
5461,5.0,2.0,2.0,5.0,4.0,4.0,5.0,3.0,5.0,3.0,5.0,5.0,4.0,5.0,3.0,4.0,5.0,3.0,5.0,5.0,1.0,3.0,4.0,5.0,5.0,5.0,USA,15,124,167,1.0,3.0,3.0,4.0,3.0,5.0,3.0,3.0,3.0,3.0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,,3,1.0,2.0,19,1.0,10.0,,1.0,1.0,5.0,2.0,1
5462,,4.0,5.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,1.0,4.0,4.0,3.0,1.0,2.0,2.0,3.0,1.0,4.0,1.0,3.0,4.0,4.0,2.0,3.0,CHE,28,624,259,4.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,2.0,3.0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,3.0,1,2.0,1.0,49,1.0,6.0,1.0,2.0,2.0,4.0,2.0,0
5463,4.0,5.0,4.0,3.0,3.0,3.0,2.0,5.0,4.0,3.0,5.0,5.0,3.0,4.0,5.0,2.0,2.0,3.0,5.0,4.0,2.0,2.0,5.0,5.0,2.0,5.0,DEU,266,128,194,4.0,3.0,5.0,5.0,5.0,3.0,4.0,1.0,2.0,1.0,1,1,0,1,1,0,0,0,0,1,0,1,1,1,1,1,3.0,3,1.0,2.0,24,1.0,7.0,2.0,1.0,1.0,,2.0,1
5464,4.0,4.0,4.0,2.0,4.0,4.0,5.0,2.0,5.0,5.0,1.0,4.0,1.0,3.0,1.0,5.0,2.0,5.0,1.0,5.0,5.0,2.0,5.0,5.0,1.0,5.0,GBR,32,129,235,4.0,4.0,3.0,3.0,5.0,2.0,4.0,3.0,3.0,1.0,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,,2,2.0,1.0,36,1.0,2.0,2.0,2.0,1.0,4.0,2.0,0
5465,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,4.0,5.0,5.0,3.0,3.0,5.0,5.0,5.0,5.0,2.0,1.0,4.0,5.0,1.0,5.0,FIN,6,106,112,2.0,4.0,2.0,5.0,2.0,4.0,2.0,3.0,2.0,1.0,0,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,4.0,3,1.0,2.0,37,1.0,6.0,1.0,2.0,1.0,3.0,1.0,0
5466,5.0,5.0,4.0,5.0,5.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,CAN,5,170,271,2.0,4.0,5.0,5.0,5.0,5.0,5.0,1.0,3.0,1.0,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,2.0,1,2.0,1.0,18,3.0,1.0,2.0,2.0,1.0,1.0,2.0,1
5467,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,USA,53,1101,6,5.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,1,1,0,1,1,1,0,0,0,1,1,0,1,1,1,1,2.0,1,2.0,1.0,17,1.0,12.0,1.0,2.0,1.0,4.0,2.0,0
5468,,5.0,5.0,2.0,5.0,3.0,5.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,2.0,1.0,3.0,2.0,5.0,3.0,5.0,1.0,1.0,5.0,5.0,4.0,FIN,14,90,170,1.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,2.0,1,1,0,1,1,0,0,0,0,1,0,0,1,0,1,1,2.0,3,1.0,2.0,17,1.0,7.0,1.0,2.0,1.0,2.0,2.0,1
5469,4.0,5.0,4.0,2.0,5.0,2.0,5.0,5.0,3.0,5.0,5.0,5.0,3.0,5.0,2.0,4.0,3.0,5.0,5.0,1.0,5.0,1.0,5.0,5.0,4.0,4.0,SRB,355,85,184,5.0,5.0,5.0,1.0,5.0,1.0,2.0,1.0,3.0,1.0,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,4.0,3,2.0,2.0,28,1.0,12.0,1.0,1.0,1.0,2.0,2.0,0
5470,4.0,4.0,5.0,3.0,3.0,5.0,4.0,4.0,4.0,5.0,1.0,4.0,4.0,5.0,4.0,2.0,2.0,5.0,1.0,5.0,4.0,4.0,4.0,5.0,1.0,5.0,USA,18,138,241,3.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,4.0,4.0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,2.0,2,2.0,1.0,20,1.0,4.0,1.0,2.0,1.0,3.0,2.0,1
5471,3.0,3.0,5.0,3.0,,3.0,5.0,5.0,1.0,5.0,4.0,5.0,4.0,5.0,1.0,5.0,5.0,3.0,5.0,1.0,1.0,1.0,1.0,3.0,5.0,4.0,FIN,13,153,304,2.0,3.0,2.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,1,1,0,1,1,0,0,1,0,1,1,0,1,1,1,1,2.0,1,1.0,2.0,23,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1
5472,5.0,4.0,2.0,2.0,5.0,5.0,5.0,3.0,5.0,3.0,1.0,5.0,1.0,1.0,5.0,1.0,1.0,5.0,4.0,,2.0,1.0,5.0,5.0,5.0,1.0,USA,1,69,131,5.0,5.0,1.0,4.0,4.0,1.0,1.0,5.0,1.0,1.0,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1,1,3.0,1,2.0,1.0,14,3.0,2.0,2.0,2.0,1.0,2.0,2.0,0
5473,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,3.0,5.0,1.0,5.0,2.0,4.0,2.0,3.0,3.0,5.0,2.0,2.0,4.0,2.0,4.0,4.0,2.0,5.0,USA,847,68,101,3.0,3.0,4.0,3.0,3.0,3.0,2.0,1.0,4.0,4.0,1,1,1,1,1,0,1,0,0,1,0,0,1,1,1,1,2.0,2,2.0,1.0,18,1.0,1.0,1.0,2.0,1.0,2.0,2.0,0
5474,3.0,5.0,4.0,3.0,5.0,4.0,5.0,5.0,4.0,5.0,3.0,5.0,4.0,5.0,5.0,3.0,4.0,5.0,1.0,5.0,3.0,3.0,5.0,5.0,3.0,5.0,UKR,14,204,264,3.0,4.0,3.0,3.0,4.0,3.0,2.0,3.0,4.0,3.0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,2.0,3,2.0,2.0,16,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1
5475,2.0,5.0,1.0,2.0,4.0,5.0,5.0,1.0,5.0,2.0,3.0,4.0,3.0,5.0,5.0,3.0,2.0,5.0,5.0,3.0,1.0,1.0,5.0,5.0,5.0,5.0,USA,53,297,118,4.0,1.0,5.0,3.0,3.0,3.0,4.0,1.0,4.0,2.0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,2.0,2,1.0,1.0,25,1.0,,,1.0,1.0,1.0,2.0,1
5476,5.0,4.0,5.0,4.0,4.0,5.0,3.0,5.0,5.0,5.0,5.0,3.0,2.0,4.0,4.0,2.0,4.0,5.0,3.0,5.0,5.0,2.0,5.0,5.0,4.0,5.0,USA,3,59,96,3.0,3.0,4.0,3.0,5.0,3.0,3.0,3.0,4.0,2.0,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,1.0,2,2.0,1.0,17,1.0,6.0,1.0,2.0,1.0,2.0,2.0,1
5477,5.0,4.0,4.0,4.0,4.0,2.0,4.0,3.0,1.0,3.0,4.0,5.0,1.0,3.0,4.0,3.0,3.0,2.0,4.0,3.0,1.0,1.0,2.0,5.0,4.0,2.0,GBR,3,136,249,3.0,5.0,4.0,3.0,3.0,4.0,3.0,3.0,2.0,2.0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,1,1,2.0,1,1.0,2.0,21,1.0,12.0,1.0,2.0,1.0,2.0,2.0,1
5478,4.0,4.0,5.0,4.0,2.0,2.0,4.0,5.0,4.0,4.0,5.0,3.0,,3.0,5.0,5.0,5.0,5.0,5.0,3.0,1.0,2.0,4.0,5.0,4.0,3.0,USA,162,103,214,2.0,3.0,4.0,4.0,3.0,3.0,3.0,2.0,3.0,5.0,1,1,0,1,1,0,1,0,0,1,0,0,1,1,1,1,2.0,2,1.0,1.0,17,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1
5479,5.0,4.0,5.0,3.0,5.0,3.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,1.0,2.0,3.0,5.0,3.0,5.0,4.0,2.0,3.0,4.0,4.0,5.0,USA,18,108,186,1.0,4.0,5.0,3.0,5.0,4.0,2.0,3.0,4.0,2.0,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,4.0,2,1.0,1.0,51,1.0,7.0,1.0,2.0,2.0,3.0,2.0,1
5480,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,1.0,4.0,5.0,4.0,1.0,4.0,5.0,2.0,5.0,5.0,5.0,5.0,ROU,2404,138,245,1.0,3.0,1.0,5.0,4.0,5.0,3.0,5.0,3.0,1.0,1,1,1,1,1,0,0,0,0,1,1,0,0,1,1,1,2.0,1,3.0,2.0,16,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1
5481,3.0,5.0,4.0,3.0,4.0,3.0,5.0,2.0,4.0,5.0,2.0,4.0,2.0,3.0,2.0,3.0,3.0,4.0,4.0,4.0,1.0,2.0,2.0,4.0,4.0,4.0,USA,6,90,125,2.0,3.0,4.0,3.0,4.0,3.0,3.0,2.0,4.0,3.0,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,1.0,1,1.0,1.0,14,1.0,4.0,1.0,2.0,1.0,4.0,2.0,1
5482,3.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,3.0,1.0,5.0,5.0,5.0,1.0,3.0,5.0,5.0,5.0,3.0,1.0,3.0,5.0,5.0,4.0,5.0,PHL,14,134,224,1.0,3.0,5.0,4.0,5.0,5.0,5.0,1.0,3.0,5.0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,1,1,4.0,3,2.0,2.0,21,1.0,4.0,1.0,1.0,1.0,4.0,2.0,1
5483,5.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,3.0,3.0,4.0,2.0,2.0,5.0,2.0,4.0,5.0,4.0,5.0,5.0,3.0,5.0,USA,187,47,84,4.0,3.0,3.0,4.0,5.0,4.0,5.0,4.0,3.0,5.0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,2.0,2,2.0,1.0,18,1.0,12.0,1.0,1.0,1.0,3.0,2.0,1
5484,2.0,4.0,5.0,3.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,5.0,4.0,2.0,2.0,4.0,1.0,3.0,4.0,4.0,1.0,4.0,IRL,2,142,155,3.0,1.0,1.0,5.0,3.0,5.0,5.0,1.0,1.0,3.0,1,0,1,1,0,0,1,0,0,1,0,1,0,1,1,1,4.0,1,2.0,1.0,22,2.0,4.0,4.0,2.0,1.0,3.0,2.0,0
5485,4.0,3.0,5.0,4.0,3.0,3.0,4.0,2.0,4.0,5.0,1.0,5.0,3.0,5.0,1.0,4.0,5.0,3.0,3.0,3.0,1.0,1.0,4.0,3.0,3.0,3.0,POL,8,161,187,3.0,3.0,4.0,3.0,5.0,3.0,3.0,4.0,3.0,3.0,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,3.0,1,1.0,2.0,32,1.0,7.0,1.0,1.0,1.0,2.0,2.0,0
5486,5.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,3.0,5.0,3.0,5.0,2.0,5.0,2.0,4.0,4.0,5.0,2.0,3.0,4.0,3.0,5.0,5.0,2.0,5.0,USA,7,119,168,3.0,4.0,3.0,4.0,4.0,2.0,3.0,2.0,3.0,1.0,1,1,1,1,1,0,1,0,0,1,0,0,1,1,1,1,1.0,2,2.0,1.0,16,1.0,12.0,3.0,2.0,1.0,1.0,2.0,1
5487,4.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,3.0,,1.0,2.0,4.0,3.0,4.0,4.0,5.0,2.0,2.0,4.0,4.0,3.0,5.0,3.0,2.0,4.0,PAK,90,301,360,2.0,3.0,4.0,5.0,4.0,5.0,3.0,3.0,2.0,2.0,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,2.0,2,2.0,2.0,18,1.0,10.0,1.0,2.0,1.0,4.0,2.0,0
5488,3.0,4.0,2.0,2.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,3.0,5.0,4.0,1.0,1.0,5.0,2.0,1.0,1.0,1.0,5.0,5.0,4.0,5.0,USA,44,49,110,3.0,3.0,4.0,3.0,5.0,3.0,5.0,4.0,3.0,4.0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,3.0,2,2.0,1.0,23,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1
